https://www.nytimes.com/,1048576,235,text/html
https://www.nytimes.com/section/us,843111,71,text/html
https://www.nytimes.com/section/opinion/sunday,555695,60,text/html
https://www.nytimes.com/section/travel,696870,99,text/html
https://www.nytimes.com/interactive/2023/02/08/movies/2023-oscar-ballot.html,320856,186,text/html
https://www.nytimes.com/2023/03/06/us/texas-abortion-ban-suit.html,291029,133,text/html
https://www.nytimes.com/2023/03/05/us/atlanta-cop-city-protests.html,243793,118,text/html
https://www.nytimes.com/2023/03/02/travel/vermont-cross-country-skiing-craftsbury-center.html,291649,131,text/html
https://www.nytimes.com/2023/03/06/opinion/republican-family-policy.html,249168,135,text/html
https://www.nytimes.com/2023/02/28/opinion/ron-desantis-public-education-house-bill-999.html,280314,128,text/html
https://www.nytimes.com/2023/03/01/podcasts/the-daily/abortion-pill-china-secret-intelligence.html?action=click&pgtype=Article&state=default&module=styln-abortion-us&variant=show&region=MAIN_CONTENT_1&block=storyline_top_links_recirc,451246,162,text/html
https://www.nytimes.com/2023/03/07/business/economy/federal-reserve-inflation-interest-rates.html,281368,138,text/html
https://www.nytimes.com/privacy/cookie-policy,98991,40,text/html
https://www.nytimes.com/2022/10/20/movies/the-banshees-of-inisherin-review.html,269150,121,text/html
https://www.nytimes.com/2023/03/07/world/europe/macron-france-retirement-protests.html,302312,137,text/html
https://www.nytimes.com/2023/02/01/travel/mexico-travel-safe.html,270334,144,text/html
https://www.nytimes.com/2023/03/07/opinion/rikers-island-transgender.html,249420,124,text/html
https://www.nytimes.com/column/california-today,476697,55,text/html
https://www.nytimes.com/interactive/2023/03/06/magazine/paul-ryan-interview.html,224708,123,text/html
https://www.nytimes.com/column/the-world-through-a-lens,308428,54,text/html
https://www.nytimes.com/spotlight/opinion-video,459448,72,text/html
https://www.nytimes.com/2022/07/14/movies/mrs-harris-goes-to-paris-review.html,237792,117,text/html
https://help.nytimes.com/hc/en-us/articles/115014925288-How-to-submit-a-letter-to-the-editor,25100,35,text/html
https://www.nytimes.com/section/arts/design,483540,82,text/html
https://www.nytimes.com/ca/,1048576,184,text/html
https://www.nytimes.com/2023/02/16/us/abortion-bills-doctors.html?action=click&pgtype=Article&state=default&module=styln-abortion-us&variant=show&region=MAIN_CONTENT_1&block=storyline_top_links_recirc,290643,145,text/html
https://www.nytimes.com/2023/03/02/opinion/nikki-haley-president.html,260556,132,text/html
https://www.nytimes.com/es/?action=click&region=Footer&pgtype=Homepage,864445,211,text/html
https://www.nytimes.com/2021/10/08/opinion/democrats-david-shor-education-polarization.html,389263,140,text/html
https://www.nytimes.com/2022/11/09/movies/black-panther-wakanda-forever-review.html,266086,133,text/html
https://www.nytimes.com/2022/12/12/travel/maine-balsam-tippers.html,321968,130,text/html
https://www.nytimes.com/newsletters/traveldispatch,87622,34,text/html
https://www.nytimes.com/international/section/us,805494,71,text/html
https://cn.nytimes.com/zh-hant/,68211,134,text/html
https://www.nytimes.com/by/eliza-fawcett,428753,55,text/html
https://www.nytimes.com/es/section/estados-unidos,877899,161,text/html
https://www.nytimes.com/2023/03/07/travel/wellness-retreats.html,300853,147,text/html
https://www.nytimes.com/2022/10/18/business/irs-tax-rates-inflation-2023.html?action=click&pgtype=Article&state=default&module=styln-us-economy&variant=show&region=MAIN_CONTENT_3&block=storyline_top_links_recirc,249781,125,text/html
https://www.nytimes.com/2022/12/19/movies/puss-in-boots-the-last-wish.html,233610,121,text/html
https://www.nytimes.com/2021/09/14/opinion/child-tax-credit-biden.html,249270,127,text/html
https://www.nytimes.com/2023/03/07/us/san-francisco-bay-bridge-lights-off.html,231053,117,text/html
https://www.nytimes.com/2023/03/01/opinion/lori-lightfoot-chicago.html,261768,122,text/html
https://www.nytimes.com/2022/09/10/us/abortion-bans-medical-care-women.html,290326,139,text/html
https://cn.nytimes.com/opinion/20230303/lab-leak-energy-department-covid/,59380,136,text/html
https://www.nytimes.com/spotlight/podcasts,1048576,163,text/html
https://www.nytimes.com/2019/01/31/opinion/letters/letters-to-editor-new-york-times-women.html,235417,119,text/html
https://www.nytimes.com/2022/03/01/movies/the-batman-review.html,272537,123,text/html
https://www.nytimes.com/?name=styln-us-economy&region=TOP_BANNER&block=storyline_menu_home_logo&action=click&pgtype=Article,1048576,236,text/html
